Actor name,Actor date of birth,Actor gender,Actor height,Actor ethnicity,Actor age at movie release,Actor Score Index
jack_harvey,,M,,,,4.363037213976528
j._michael_hunter,,M,,,,4.363037213976528
gregory_peck,1916-04-05,M,1.905,/m/07bch9,73.0,4.362960740128398
john_waters,1946-04-22,M,1.88,,40.0,4.362870052439853
dorian_harewood,1950-08-06,M,1.803,/m/0x67,33.0,4.3628460112063525
ty_olsson,1974,M,,,25.0,4.362744765412395
morena_baccarin,1979-06-02,F,1.71,,26.0,4.36269266646521
yan_feldman,,,,,,4.36269266646521
rafael_feldman,,M,,,,4.36269266646521
sean_maher,1975-04-16,M,1.77,,30.0,4.36269266646521
joshua_peace,,M,,,,4.362583983760511
zohren_weiss,1986-03-13,M,180.0,/m/0dc58y8,10.0,4.362559331082304
william_morse,,M,,,,4.362546783804481
ocean_hellman,,,,,,4.362366629672877
claire_riley,,F,,,,4.362366629672877
samantha_ferris,1968-11-02,F,,/m/044038p,32.0,4.362366629672877
scott_heindl,,M,,,,4.362366629672877
kim_hawthorne,,F,1.65,/m/0x67,,4.362366629672877
jill_teed,,F,,/m/044038p,,4.362366629672877
ian_marsh,,M,,,,4.362366629672877
erik_von_detten,1982-10-03,M,1.85,,12.0,4.362256042574831
thad_luckinbill,1975-04-24,M,1.85,,27.0,4.362188929062587
francesco_fantasia,,M,,,,4.362188929062587
alex_thomas,,M,1.73,/m/02ctzb,,4.362188929062587
massimo_schina,,M,,,,4.362188929062587
david_agranov,,M,,,,4.362188929062587
valeria_andrews,1980-03-15,F,,,22.0,4.362188929062587
laurent_alexandre,,M,,,,4.362188929062587
jason_marsden,1975-01-03,M,1.6,,17.0,4.362140555687739
imogen_stubbs,1961-02-20,F,1.651,/m/02w7gg,30.0,4.36186969046912
joe_pichler,1987-02-14,M,,,11.0,4.36186140137297
eliel_swinton,1975-03-27,M,,,23.0,4.36186140137297
tiffany_c._love,,,,,,4.36186140137297
jill_parker-jones,,,,,,4.36186140137297
sean_mccann,1935-09-24,M,,/m/044038p,57.0,4.36180110531827
justin_stern,1989-09-29,M,1.79,,16.0,4.361724998138464
steve_staiger,,,,,,4.361724998138464
michael_mulheren,,M,,,,4.361724998138464
dov_davidoff,,M,,,,4.361724998138464
sal_darigo,,,,,,4.361724998138464
melissa_demyan,,,,,,4.361724998138464
turron_kofi_alleyne,,M,,,,4.361724998138464
cosmo_dematteo,,,,,,4.361724998138464
jean_simmons,1929-01-31,F,1.68,/m/03vv99,66.0,4.361617468559096
shuler_hensley,1967-03-06,M,1.905,,37.0,4.361581963764391
tom_noonan,1951-04-12,M,1.956,,30.0,4.361519083246528
alexandra_paul,1963-07-29,F,1.78,,20.0,4.361273771021908
shaun_weiss,1978-08-27,M,,,14.0,4.360443106657745
ashley_carin,1983,F,,,14.0,4.360080524793703
kelly_singer,1992-03-17,F,,,4.0,4.360080524793703
paul_ronan,1965-03-21,M,,,31.0,4.360080524793703
anthony_brophy,,M,,,,4.360080524793703
shane_dunne,,M,,,,4.360080524793703
laurel_whitsett,,F,,,,4.359853412326834
matt_moore,,,,,,4.359853412326834
phillip_devona,1970-05-11,M,,,36.0,4.359853412326834
kristin_ketterer,,,,,,4.359853412326834
shyann_mcclure,2000-05-10,F,,,6.0,4.359853412326834
courtney_taylor_burness,1995-10-08,F,,,11.0,4.359853412326834
irene_ziegler,1955-12-07,F,,,51.0,4.359853412326834
enzo_cilenti,1974-08-08,M,1.85,,32.0,4.359775519926106
john_cunningham,1932-06-22,M,,,61.0,4.35958880126649
judd_nelson,1959-11-28,M,1.78,/m/041rx,25.0,4.359577154534558
lil'_kim,1974-07-11,F,1.5,/m/059_w,24.0,4.3593764585085255
malinda_williams,1975-12-03,F,1.575,/m/0x67,23.0,4.359179498304236
jonathan_katz,1946-12-01,M,,,56.0,4.359152201631961
ingrid_bolsø_berdal,1980-03-02,F,,,32.0,4.359072238229886
devin_kelley,,F,,,,4.359072238229886
holmes_osborne,1947-11-07,M,,,48.0,4.358950281486289
donna_mitchell,,F,,,,4.358790922204104
jeremy_james_kissner,1985-03-24,M,,,12.0,4.358734594385876
nell_campbell,1953-05-24,F,1.6764,,44.0,4.358734594385876
raquel_beaudene,1986-09-26,F,1.65,,11.0,4.358734594385876
daniel_cudmore,1981-01-20,M,2.03,,24.0,4.358718025320319
eddie_cahill,1978-01-15,M,1.867,,26.0,4.358712468589487
jeffrey_kramer,1945-07-15,M,1.727,,36.0,4.358659688325972
matthew_helms,,,,,,4.35864395842702
hal_courtney,,,,,,4.35864395842702
robert_harris,,,,,,4.35864395842702
jeff_hoffman,1961,M,,,41.0,4.35864395842702
rider_strong,1979-12-11,M,1.73,,22.0,4.35864395842702
allison_mack,1982-07-29,F,1.65,,6.0,4.358552068231746
kiele_sanchez,1976-10-13,F,1.57,/m/03ts0c,27.0,4.358487815034341
lynda_gravatt,,F,,,,4.3583488563695685
jason_kolotouros,,,,,,4.3583488563695685
lesley_ann_warren,1946-08-16,F,1.73,/m/09kr66,39.0,4.358111257076375
jerry_reed,1937-03-20,M,1.84,,46.0,4.358063421039642
christopher_james_legaspi,,,,,,4.35794638125621
lino_facioli,,M,,,,4.35794638125621
zöe_salmon,1980-01-07,F,1.7018,,30.0,4.35794638125621
da'vone_mcdonald,,M,,,,4.35794638125621
lars_ulrich,1963-12-26,M,1.664,/m/0dqqwy,46.0,4.35794638125621
alex_daniels,1956-03-04,M,,,33.0,4.357628358554474
carissa_capobianco,1988-07-05,F,,,22.0,4.357511128312646
stacey_travis,1966-08-29,F,,,23.0,4.3570257326500785
sophie_stuckey,1991-03-01,F,,,12.0,4.356732256377311
vinny_argiro,1940,M,,,58.0,4.356510869892816
kimberly_deauna_adams,,F,,,,4.356510869892816
amiri_baraka,1934-10-07,M,,/m/0x67,63.0,4.356510869892816
fred_parnes,,,,,,4.356308210047696
brian_levinson,1982-10-27,M,,,13.0,4.356308210047696
kiami_davael,1986-08-21,F,,,9.0,4.356308210047696
leor_livneh_hackel,,,,,,4.356308210047696
sara_magdalin,,,,,,4.356308210047696
gregory_r._goliath,,M,,,,4.356308210047696
paul_gross,1959-04-30,M,1.82,,33.0,4.356273974189684
julian_richings,1956-08-30,M,1.78,,38.0,4.35623710344624
cody_mcmains,1985-10-04,M,,,14.0,4.356015553257352
nick_stabile,1971-03-04,M,1.829,,17.0,4.3558846036475245
ernie_hudson,1945-12-17,M,1.829,/m/0x67,37.0,4.355831570224478
rory_mccann,1969-04-24,M,1.98,,34.0,4.355680242714592
kevin_heffernan,1968-05-25,M,,,35.0,4.3556462316741875
jayne_luke,,,,,,4.355484947811993
scott_mckenna,,,,,,4.355484947811993
david_k._schroeder,,,,,,4.355484947811993
don_fischer,,,,,,4.355484947811993
carlos_jacott,,M,,,,4.355429553512273
robert_hoffman,1980-09-21,M,1.87,,23.0,4.355208515635438
maya_rudolph,1972-07-27,F,1.7,/m/041rx,25.0,4.354954471762892
alex_campbell,1984-05-04,M,1.85,,17.0,4.354825860847597
flora_robson,1902-03-28,F,,,79.0,4.354793230184994
ursula_andress,1936-03-19,F,1.65,,45.0,4.354793230184994
freda_jackson,1907-12-29,F,,,73.0,4.354793230184994
judi_bowker,1954-04-06,F,,,27.0,4.354793230184994
bebe_drake,,F,,,,4.354077734131824
aki_aleong,1934-12-19,M,,,54.0,4.354045777634688
maggie_castle,1983,F,,,22.0,4.354008159046686
tamara_feldman,1980-12-05,F,,/m/0fk1z,26.0,4.35393700800682
alexa_benedetti,,F,,,,4.353894450239821
pepe_olivares,,M,,,,4.353894450239821
alberto_reyes,,M,,,,4.353894450239821
raúl_méndez,1975-04-11,M,,,30.0,4.353894450239821
mauricio_bonet,,M,,,,4.353894450239821
xavier_marc,,M,,,,4.353894450239821
fernando_becerril,,M,,,,4.353894450239821
carmen_lishman,,F,,,,4.353772522450806
sarena_paton,,F,,,,4.353772522450806
ken_james,,M,,,,4.353772522450806
deborah_verginella,,F,,,,4.353772522450806
nora_ballard,,F,,,,4.353772522450806
judith_orban,,,,,,4.353772522450806
will_ryan,1939-11-13,M,,,49.0,4.3535429867323865
charles_keating,1941-10-22,M,,,57.0,4.353474427156743
erika_jensen,,F,,,,4.353430890474509
gillian_ferrabee,,F,,,,4.353048236418832
haley_ramm,1992-03-26,F,1.61,/m/02ctzb,13.0,4.35301723250068
rod_mclachlan,1960-09-09,M,,,36.0,4.352870903395827
brady_allen,,M,,,,4.352868558374192
matt_shively,1990-09-15,M,1.8,,22.0,4.352868558374192
lisa_eichhorn,1952-02-04,F,,,28.0,4.352675154596736
leslie_bevis,1957-02-13,F,1.75,,30.0,4.352405127161178
kalani_queypo,,,,,,4.3523746955266365
q'orianka_kilcher,1990-02-11,F,1.64,,15.0,4.3523746955266365
michael_greyeyes,1967-06-04,M,1.87,/m/0dq1q,38.0,4.3523746955266365
addison_timlin,1991-06-29,F,1.54,,14.0,4.352255511922071
georgina_chapman,1976-04-14,F,1.79,,29.0,4.352255511922071
rachael_blake,1971-05-26,F,1.715,,34.0,4.352255511922071
william_prince,1913-01-26,M,,,72.0,4.352246783901923
bart_anderson,,M,,,,4.352223121296964
dan_bell,,,,,,4.352184690037345
jessica_czop,1986-06-01,F,1.7,,23.0,4.352178453715598
lady_madonna,,F,,,,4.352152447035009
jarrod_bunch,1968-08-09,M,,,31.0,4.352152447035009
victoria_dillard,1969-09-20,F,1.7,/m/0x67,29.0,4.352152447035009
joshua_wolf_coleman,,M,,,,4.351846390189538
franky_mwangi,,M,,,,4.351846390189538
louise_lombard,1970-09-13,F,1.689,,33.0,4.351846390189538
harsh_nayyar,,M,,,,4.351846390189538
david_midthunder,,M,,,,4.351846390189538
silas_carson,1965,M,1.918,,39.0,4.351846390189538
adam_alexi-malle,1964-09-24,M,,,39.0,4.351846390189538
coleton_ray,,M,1.42,,,4.3515956763085715
nick_drago,1981,M,1.75,,30.0,4.3515956763085715
jayden_lund,1966-12-18,M,1.93,,44.0,4.3515956763085715
veronica_alicino,1960-07-04,F,1.64,,50.0,4.3515956763085715
django_marsh,2001-04-15,M,,,9.0,4.3515956763085715
dustin_ybarra,,M,,,,4.3515956763085715
james_adomian,1980-01-31,M,1.87,,28.0,4.35146680370684
richard_christy,1974-04-01,M,1.77,,34.0,4.35146680370684
jon_reep,1972-03-26,M,,,36.0,4.35146680370684
mark_mcgrath,1968-03-15,M,1.85,/m/033tf_,29.0,4.351242271693428
lurie_poston,1997-10-23,M,,,10.0,4.351142132446969
james_francis_ginty,1980-12-04,M,,,28.0,4.351121697134995
ed_o'neill,1946-04-12,M,1.854,,43.0,4.351006764370841
james_brown,1933-05-03,M,1.68,/m/0x67,47.0,4.350632070457886
amara_karan,1984-01-01,F,,,,4.350471786563004
morgan_fairchild,1950-02-03,F,1.63,,35.0,4.350376898807778
prudence_wright_holmes,,F,,,,4.350079311894514
harriet_andersson,1932-01-14,F,,,50.0,4.349713015226813
logan_manus,,M,,,,4.349709888335166
mel_harris,1956-07-12,F,1.727,,32.0,4.349495013802972
trent_cameron,1979-05-16,M,,,20.0,4.349357944326371
duane_finley,,,,,,4.349357944326371
thomas_jane,1969-02-22,M,1.8,/m/02vsw1,27.0,4.3486048699433
natascha_mcelhone,1969-12-14,F,1.727,/m/02w7gg,27.0,4.348551442336558
paul_gleason,1939-05-04,M,1.842,,44.0,4.348000709884776
john_thaw,1942-01-03,M,1.75,,45.0,4.347851966048438
donna_feldman,1982-04-28,F,1.78,,26.0,4.347617239515158
dina_doron,,,,,,4.347617239515158
daoud_heidami,,M,,,,4.347617239515158
sharon_leal,1979-10-17,F,1.72,/m/071x0k,27.0,4.347533851694854
rory_culkin,1989-07-21,M,1.68,/m/033tf_,5.0,4.347430918805904
jack_rollins,1915-03-23,M,,,68.0,4.347359585374045
wallace_shawn,1943-11-12,M,1.575,/m/048z7l,39.0,4.347289143016752
ed_van_nuys,,,,,,4.347238075443723
jim_sparkman,,,,,,4.347238075443723
james_lashly,,,,,,4.347238075443723
michael_steve_jones,,,,,,4.347238075443723
audrey_hepburn,1929-05-04,F,1.69,/m/03bkbh,60.0,4.347238075443723
imogen_poots,1989-06-05,F,1.6256,/m/02w7gg,17.0,4.346876509570579
zena_grey,1988-11-15,F,1.57,/m/041rx,11.0,4.346799978219042
brother_theodore,1906-11-11,M,,/m/041rx,76.0,4.346507633976389
anthony_ray_parker,1958-05-13,M,,,40.0,4.346506852436191
j.d._daniels,1980-08-24,M,,,12.0,4.346330707403652
natalia_nogulich,1950-10-01,F,,/m/0268d21,39.0,4.346297642953129
brenda_currin,,,,,,4.346252391340269
thomas_hill,1927-06-02,M,,,53.0,4.345699658552026
howard_duff,1913-11-24,M,,,73.0,4.345645120448508
hayes_macarthur,1977-04-16,M,1.89,,30.0,4.345636150761126
cas_anvar,,M,1.83,/m/025rpb0,,4.3456271420657675
john_kassir,1957-10-24,M,1.72,,37.0,4.345433664457488
lou_perryman,1941-08-15,M,,/m/07hwkr,38.0,4.345430493505033
samm-art_williams,1946-01-20,M,1.98,,34.0,4.345402840378245
brandon_kleyla,1983-05-04,M,,,14.0,4.345389331025341
rosalind_ayres,1946-12-07,F,,/m/02w7gg,51.0,4.345389331025341
david_dukes,1945-06-06,M,,,52.0,4.345389331025341
cornelia_hayes_o'herlihy,,F,,,,4.345389331025341
todd_babcock,1969-10-12,M,,,28.0,4.345389331025341
gwynyth_walsh,1958,F,1.727,,35.0,4.345343170423627
affif_ben_badra,1960,M,,,48.0,4.344961068968358
mo_zinal,,M,,,,4.344961068968358
marco_khan,,M,,,,4.344961068968358
dev_patel,1990-04-23,M,1.87,/m/03w9bjf,18.0,4.344916827746735
collette_wolfe,1980-04-04,F,,,28.0,4.344789694393903
judy_parfitt,1935-11-07,F,,/m/02w7gg,55.0,4.34448840671184
maury_sterling,1971-09-01,M,,,30.0,4.34447793053032
katheryn_winnick,1977-12-17,F,1.68,/m/012f86,28.0,4.344445036266969
ezekial_dann_florek,1950-05-01,M,1.83,,36.0,4.344374777174818
anthony_simcoe,1969-06-07,M,1.956,,38.0,4.344374642031996
erica_leerhsen,1976-02-14,F,1.74,,24.0,4.344108026436545
d._l._hughley,1963-03-06,M,,/m/0x67,36.0,4.34406769691298
jordan-claire_green,1991-10-31,F,1.6,,11.0,4.344021019046574
romy_rosemont,,F,,,,4.343921403141823
helen_wilson,,F,,,,4.343885932511547
kelly_overton,1978-08-28,F,,,26.0,4.343785394790935
emily_vancamp,1986-05-12,F,1.73,,18.0,4.343785394790935
james_lesure,1970-09-21,M,1.88,/m/0x67,34.0,4.343785394790935
john_kavanagh,,M,,/m/03bkbh,,4.343714052186857
andrew_keegan,1979-01-29,M,1.84,,20.0,4.34362208812352
dominic_keating,1962-07-01,M,1.727,/m/0d7wh,34.0,4.343556109331787
scatman_crothers,1910-05-23,M,1.77,/m/0x67,70.0,4.343453554725801
joshua_close,1981-08-31,M,1.82,,24.0,4.343314665576743
vicellous_reon_shannon,1971-04-11,M,,/m/0x67,28.0,4.343285064744222
stewart_finlay-mclennan,1957-09-07,M,1.85,,35.0,4.343232962052961
dermot_mulroney,1963-10-31,M,1.77,/m/033tf_,24.0,4.343196772106667
brian_tochi,1963-05-02,M,,,21.0,4.34301025223297
kaitlin_doubleday,1984-07-19,F,,,18.0,4.34292406554243
amelia_warner,1982-06-04,F,1.68,,18.0,4.342826748798824
rolando_molina,1971-08-13,M,,,28.0,4.342534154131824
christina_cox,1971-07-31,F,1.676,,32.0,4.342365138399685
georgia_king,1986-11-18,F,,,21.0,4.342328437481034
christopher_shyer,,M,,/m/044038p,,4.342263890942357
dean_cain,1966-07-31,M,1.83,/m/0bfjm7,33.0,4.3421674246878945
matt_clark,1936-11-25,M,,,44.0,4.34207596425981
suzanne_snyder,1962-10-22,F,,,22.0,4.3420191964362465
loren_berman,1989-08-04,,,,15.0,4.341992346597336
dustin_ingram,1990-01-25,M,,,15.0,4.341992346597336
malika_haqq,1983-03-10,F,,,22.0,4.341992346597336
khadijah_haqq,1983-03-10,F,,,22.0,4.341992346597336
chris_wynne,,,,,,4.341992346597336
dee_jay_daniels,1988-10-17,,,,16.0,4.341992346597336
malika,,F,,,,4.341992346597336
conleth_hill,1964-11-24,M,,,44.0,4.341910356191593
steve_antonucci,1982-12-27,M,,,26.0,4.341910356191593
william_spencer,,M,,,,4.341831798690742
aimee_teegarden,1989-10-10,F,1.7,,21.0,4.341831798690742
john_lepard,,M,,,,4.341831798690742
glenda_lewis,,F,,,,4.341831798690742
julia_ho,,F,,,,4.341831798690742
justin_michael_brandt,,,,,,4.341831798690742
marielle_jaffe,1989-06-23,F,1.7,,21.0,4.341831798690742
mark_aaron_buerkle,,M,,,,4.341831798690742
shenae_grimes,1989-10-24,F,1.6,,21.0,4.341831798690742
zachary_mabry,,,,,,4.341733552755877
kevin_jamal_woods,1987-01-06,,,/m/0x67,7.0,4.341733552755877
brittany_ashton_holmes,1989-02-27,F,,,5.0,4.341733552755877
blake_mciver_ewing,1985-03-27,M,,,9.0,4.341733552755877
ross_bagley,1988-12-05,M,,/m/0x67,5.0,4.341733552755877
ja'net_du_bois,1945-08-05,F,,,42.0,4.341344298555191
jim_sturgess,1981-05-16,M,1.84,,26.0,4.341313570880145
lea_michele,1986-08-29,F,1.57,,25.0,4.34121638198023
christian_kane,1974-06-27,M,1.74,,25.0,4.341109612689376
geoff_meed,1965-12-31,M,,,43.0,4.341089694577602
p.j._morrison,,,,,,4.34101908239459
kathryn_faughnan,,F,,,,4.34101908239459
christopher_kovaleski,,M,,,,4.34101908239459
ken_abraham,,M,,,,4.34101908239459
freida_pinto,1984-10-18,F,1.68,,23.0,4.340734303557719
corbin_bernsen,1954-09-07,M,1.8,,34.0,4.340627793535353
alejandra_flores,,,,,,4.340246241574636
febronio_covarrubias,,,,,,4.340246241574636
ismael_gallegos,,,,,,4.340246241574636
evangelina_elizondo,,,,,,4.340246241574636
angélica_aragón,1953-07-11,F,,,42.0,4.340246241574636
gema_sandoval,,,,,,4.340246241574636
brian_baumgartner,1972-11-29,M,1.85,,34.0,4.340105980013093
jeanine_jackson,,F,,,,4.339616468336773
michael_huddleston,1952-11-15,M,,,31.0,4.339427673272255
chip_esten,1965-09-09,M,1.85,,35.0,4.339395127347479
henry_strozier,,M,,,,4.339395127347479
patrick_van_horn,1969-08-19,M,,,22.0,4.339327428485558
sara_suzanne_brown,,F,,,,4.339162227800742
billy_blanks,1955-09-01,M,1.82,,36.0,4.339162227800742
gérard_depardieu,1948-12-27,M,1.803,/m/03ts0c,41.0,4.339016259491819
drea_de_matteo,1972-01-19,F,1.68,/m/0xnvg,29.0,4.338905598647134
jade_yorker,1985-06-16,M,1.75,/m/0x67,14.0,4.338707620319708
stephen_lee,1955-11-11,M,1.9,,34.0,4.338563197095504
rebecca_glenn,,,,,,4.338555042437381
nicholas_metropolis,1915-06-11,M,,,77.0,4.338555042437381
galaxy_craze,1970,F,,,22.0,4.338555042437381
bruce_jay_friedman,1930-04-26,M,,,62.0,4.338555042437381
noah_emmerich,1965-02-27,M,1.91,/m/041rx,28.0,4.338492454373835
darrell_hammond,1955-10-08,M,,,42.0,4.3384155825046085
kenneth_colley,1937-12-07,M,1.72,,44.0,4.338386594259648
david_a._huffman,1925-08-09,M,,,56.0,4.338386594259648
klaus_löwitsch,1936-04-08,M,,,46.0,4.338386594259648
stefan_schnabel,1912-02-02,M,,,70.0,4.338386594259648
david_huffman,1945-05-10,M,,,37.0,4.338386594259648
francesco_carnelutti,1936-04-08,M,,,67.0,4.338197115792741
erland_josephson,1923-06-15,M,1.8,/m/06mvq,59.0,4.338119842459324
edith_meeks,,,,,,4.338055838722974
courtney_jines,1992-05-04,F,1.57,,11.0,4.337895026821135
tim_kazurinsky,1950-03-03,M,1.57,,31.0,4.337860392523897
gabourey_sidibe,1983-05-06,F,1.65,/m/0x67,28.0,4.337838382298659
tchéky_karyo,1953-10-04,M,1.8,/m/03ts0c,41.0,4.337439774582371
louise_lasser,1939-04-11,F,,/m/041rx,59.0,4.337084012754417
vincent_martella,1992-10-15,M,1.65,,12.0,4.336954394269232
chase_ellison,1993-09-22,M,1.7,,12.0,4.336816130165871
kevin_james_kelly,,,,,,4.33677395363582
katherine_kendall,1969-08-12,,,,27.0,4.33677395363582
stephanie_ittleson,,F,,,,4.33677395363582
andy_griffith,1926-06-01,M,1.83,/m/07hwkr,69.0,4.336512737910376
claudia_christian,1965-08-10,F,1.778,,22.0,4.3364233797043585
hedy_burress,1973-10-03,F,1.57,,27.0,4.336356453101504
mikijiro_hira,1933-11-21,M,,,76.0,4.336311521661551
ikki_namioka,,M,,,,4.336311521661551
arata_furuta,1965-12-03,M,,,44.0,4.336311521661551
hiroki_matsukata,1942-07-23,M,,,68.0,4.336311521661551
masachika_ichimura,1949-01-28,M,,,61.0,4.336311521661551
kazuki_namioka,1978-08-02,M,,,32.0,4.336311521661551
koen_kondo,1978-10-11,M,,,31.0,4.336311521661551
yuma_ishigaki,1982-08-28,M,1.73,,28.0,4.336311521661551
masataka_kubota,,M,,,,4.336311521661551
kataoka_nizaemon,1944-03-14,M,,,66.0,4.336311521661551
seiji_rokkaku,,M,,,,4.336311521661551
ikki_sawamura,1967-07-10,M,1.84,/m/019kn7,43.0,4.336311521661551
goro_inagaki,1973-12-08,M,,,36.0,4.336311521661551
takayuki_yamada,1983-10-20,M,,,26.0,4.336311521661551
sousuke_takaoka,1982-02-08,M,,,28.0,4.336311521661551
stephanie_berry,,F,,,,4.336195260545359
jessica_lange,1949-04-20,F,1.71,/m/07hwkr,31.0,4.335909586692852
laura_san_giacomo,1962-11-14,F,1.57,,26.0,4.335782412980471
anson_mount,1973-02-25,M,1.85,,27.0,4.335430374453287
dejuan_guy,,,,,,4.335371789373957
sonja_sohn,1964,F,,/m/0x67,36.0,4.334876104738076
michael_dolan,1965-06-21,M,,,22.0,4.33483530689829
ian_gomez,1964-12-27,M,,/m/048z7l,34.0,4.334552233479045
matt_day,1971-09-28,M,,,22.0,4.33418598266923
grant_case,1983-06-08,M,,/m/02ctzb,27.0,4.334151230581626
ivor_barry,1919-04-12,M,,,64.0,4.334050657710914
graham_jarvis,1930-08-25,M,,,53.0,4.333981435890006
carlie_westerman,,F,,,,4.333686727224377
amy_french,,F,,,,4.333686727224377
natasha_slayton,1988-08-19,F,,,,4.333686727224377
brandon_ratcliff,1998-04-14,M,,,,4.333686727224377
miranda_july,1974-02-15,F,,,,4.333686727224377
tracy_wright,1959-12-07,F,1.65,,,4.333686727224377
miles_thompson,,M,,,,4.333686727224377
james_kayten,,,,,,4.333686727224377
jonell_kennedy,,M,,,,4.333686727224377
hector_elias,,M,,,,4.333686727224377
najarra_townsend,1989-12-05,F,1.68,,,4.333686727224377
chung_chan,,M,,,,4.33359305625055
raman_hui,1963,M,,,40.0,4.33359305625055
emily_nelson,,F,,,,4.333308989204405
selma_stern,,F,,,,4.333308989204405
whitney_cummings,1982-09-04,F,1.8,,25.0,4.333308989204405
jonna_walsh,,F,,,,4.333251642911828
peter_serafinowicz,1972-07-10,M,1.95,,37.0,4.333251642911828
william_tepper,,M,,,,4.332762813267543
angus_sampson,1975,M,,,28.0,4.3327555421719595
steve_mouzakis,,M,,/m/0bbz66j,,4.3327555421719595
ashley_olsen,1986-06-13,F,1.6,/m/0268_k,8.0,4.332752518225222
maeve_mcguire,1937-07-24,F,1.74,,56.0,4.332720754826853
mark_evan_jacobs,,,,,,4.332713027296104
matt_mulhern,1960-07-21,M,1.9,,27.0,4.332713027296104
kirby_mitchell,,,,,,4.332713027296104
alan_pottinger,,,,,,4.332713027296104
dave_klenzie,,,,,,4.332713027296104
kylie_minogue,1968-05-28,F,1.57,/m/0bbz66j,26.0,4.332663018490115
jonah_bobo,1997-01-24,M,1.74,/m/041rx,10.0,4.332612548405131
john_hora,1940-02-16,M,,,47.0,4.332573156808568
herb_mitchell,,,,,,4.332573156808568
chuck_jones,1912-09-21,M,,,74.0,4.332573156808568
kevin_hooks,1958-09-19,M,,/m/0x67,28.0,4.332573156808568
kenneth_tobey,1917-03-23,M,,,70.0,4.332573156808568
fiona_lewis,,F,,,,4.332573156808568
erik_per_sullivan,1991-07-12,M,1.75,/m/065b6q,6.0,4.332552983254536
christie_lynn_smith,,,,,,4.332441276360104
brett_rickaby,1964-12-15,M,,,45.0,4.332441276360104
preston_bailey,2000-07-25,M,,,9.0,4.332441276360104
joe_reegan,,M,,,,4.332441276360104
rosie_malek-yonan,1965-07-04,F,,/m/01nft3,30.0,4.332441274019063
rene_medvešek,1963-06-21,M,,,34.0,4.332385496667917
aleksandr_baluev,1958-12-06,M,,,38.0,4.332385496667917
charles_dumas,,M,,,,4.332385496667917
alexander_strobele,1953-05-06,M,,,44.0,4.332385496667917
salome_jens,1935-05-08,F,1.753,,66.0,4.332254714502579
paul_pape,1952-07-17,M,,,48.0,4.332254714502579
bill_macy,1922-05-18,M,,,68.0,4.332161232056078
jack_kehler,,M,,,,4.332133165382996
patrick_stewart,1940-07-13,M,1.78,/m/02w7gg,40.0,4.332098149620938
mo'nique_imes-jackson,1967-12-11,F,1.75,/m/0x67,33.0,4.3320678371094195
roberto_lombardi,1963-12-31,M,,/m/044038p,44.0,4.331913340092704
graham_chapman,1941-01-08,M,1.88,,42.0,4.331871852387738
jack_white,1975-07-09,M,1.88,,28.0,4.331857293282996
jack_gilardi_jr.,1970-02-10,M,,,21.0,4.331761415991476
alicia_stevenson,,,,,,4.331761415991476
alan_scarfe,1946-06-08,M,1.759,,45.0,4.331761415991476
andy_armstrong,,M,,,,4.331761415991476
sarah-jane_varley,,F,,,,4.331761415991476
eugene_choy,,,,,,4.331761415991476
wu_fong_lung,,,,,,4.331761415991476
paul_aylett,,,,,,4.331761415991476
julie_strain,1962-02-18,F,1.854,,29.0,4.331761415991476
sarah_yuen,,,,,,4.331761415991476
emily_holmes,1977-03-01,F,1.75,,26.0,4.331594752841299
don_kress,,M,,,,4.331576297155644
peter_arpesella,,M,,,,4.331576297155644
arianna_veronesi,,F,,,,4.331576297155644
nico_toffoli,1969-12-18,M,1.81,,41.0,4.331576297155644
torrey_devitto,1984-06-08,F,1.7,,26.0,4.331576297155644
marta_gastini,1989-10-02,F,,,21.0,4.331576297155644
ben_cheetham,,M,,,,4.331576297155644
david_wenham,1965-09-21,M,1.83,,35.0,4.331528125024498
irinei_konstantinov,1949-03-23,M,,,61.0,4.3314882288236145
gustaf_skarsgård,1980-11-12,M,,/m/06mvq,30.0,4.3314882288236145
an-zung_le,,M,,,,4.3314882288236145
alexandru_potocean,1984-04-21,M,,,26.0,4.3314882288236145
zahary_baharov,1980-08-12,M,,,30.0,4.3314882288236145
mariy_grigorov,,M,,,,4.3314882288236145
sally_edwards,,F,,,,4.3314882288236145
sebastian_urzendowsky,1985-05-28,M,,,25.0,4.3314882288236145
dragoş_bucur,1977-06-13,M,,,33.0,4.3314882288236145
igor_gnezdilov,,M,,,,4.3314882288236145
dejan_angelov,,M,,,,4.3314882288236145
stanislav_pishtalov,,M,,,,4.3314882288236145
zahf_paroo,1975-12-30,M,,/m/044038p,25.0,4.331450977244685
patrick_doyle,1953-04-06,M,,/m/03lmx1,38.0,4.3312905809790125
lois_hall,1926-08-22,F,,,65.0,4.3312905809790125
patrick_montes,,M,,,,4.3312905809790125
de'voreaux_white,,M,,,,4.331288674236263
stephen_fry,1957-08-24,M,1.96,/m/0dj8k3,30.0,4.330939679199391
marianne_faithfull,1946-12-29,F,1.65,/m/02w7gg,59.0,4.330583812404975
bjarne_thomsen,,,,,,4.330501850228571
terry_gilliam,1940-11-22,M,1.75,,45.0,4.330501850228571
joel_coen,1954-11-29,M,1.83,,31.0,4.330501850228571
svetlana_plotnikova,,,,,,4.330501850228571
antonia_campbell-hughes,1982,F,,,27.0,4.330500489886741
